carroceria,color,combustible,fecha,marca,modelo,precio,odometro
Camioneta SUV,Blanco,Gasolina,2016,Kia,Sorento,235000,137000
Camioneta SUV,Blanco,Gasolina,2019,Volkswagen,TERAMONT,520000,130475
Camioneta SUV,Blanco,Gasolina,2018,Chevrolet,Suburban,699900,66000
Sedán,Plata,Gasolina,2022,Toyota,Highlander,598000,85757
Camioneta Chasis,Azul,Gasolina,2016,Kia,Sorento,314900,93650
Sedán,Blanco,Gasolina,2016,Chevrolet,Sonic,164500,60000
Sedán,Blanco,Gasolina,2018,Kia,OPTIMA SXL,279000,96000
Hatchback (5 Puertas),Plata,Gasolina,2019,Mini,Cooper Chilli,350000,46500
Sedán,Blanco,Gasolina,2022,Honda,CR-V,545000,50860
Mini van (MPV),Gris,Gasolina,2020,Toyota,Sienna,629900,65778
Camioneta SUV,Gris,Gasolina,2021,Mazda,CX-9,569000,55308
Hatchback (3 Puertas),Plata,Gasolina,2021,BMW,Serie 1,374000,23278
Coupé,Blanco,Gasolina,2014,Volkswagen,Beetle,190000,107000
Camioneta SUV,Blanco,Gasolina,2025,Honda,HRV,608000,2500
Sedán,Azul,Gasolina,2020,Chevrolet,Aveo,219900,25000
Van,Blanco,Gasolina,2020,Honda,Odyssey,560000,65723
Camioneta SUV,Blanco,Gasolina,2023,Kia,Sportage,565000,22041
Camioneta SUV,Blanco,Gasolina,2024,Toyota,Corolla,580000,9300
Sedán,Blanco,Gasolina,2018,Volkswagen,Gol,195900,97000
Coupé,Blanco,Gasolina,2020,Volkswagen,Golf,528800,66000
Camioneta SUV,Azul,Gasolina,2023,Ford,Territory Titanium,520000,45000
Sedán,Blanco,Gasolina,2020,Toyota,Prius,290000,88000
Pickup,Blanco,Gasolina,2022,Jeep,Gladiator Overland,1189900,9000
Camioneta SUV,Blanco,Gasolina,2020,GMC,Acadia,589000,50580
Sedán,Plata,Gasolina,2018,Kia,Rio,214000,90000
Camioneta SUV,Gris,Gasolina,2023,Kia,Soul,329000,28383
Camioneta SUV,Rojo,Gasolina,2021,Hyundai,Tucson,365000,86140
Sedán,Azul,Gasolina,2021,Chevrolet,Onix,225000,86695
Pickup,Blanco,Eléctrico,2020,JAC,Frison T6,295000,63938
Pickup,Azul,Diesel,2024,Volkswagen,Amarok,888577,25
Camioneta SUV,Blanco,Gasolina,2024,Volkswagen,Tiguan,599990,19
Camioneta SUV,Plata,Gasolina,2017,Kia,Sorento,349900,120000
Camioneta SUV,Azul,Gasolina,2016,Honda,Pilot Touring Special Edition,369000,88300
Pickup,Gris,Gasolina,2025,GMC,Sierra,1139000,4096
Hatchback (5 Puertas),Blanco,Gasolina,2019,Volkswagen,Golf GTI,489500,58413
Sedán,Blanco,Gasolina,2020,Chevrolet,Aveo,189900,34811
Coupé,Blanco,Gasolina,2019,McLaren,540C,3999500,7330
Pickup,Blanco,Gasolina,2020,Renault,Oroch,302900,17200
Coupé,Negro,Gasolina,2021,Chevrolet,Corvette,1998000,145326.6207
Pickup,Blanco,Gasolina,2013,Ford,F-150 Pick Up,458000,138497
Camioneta SUV,Blanco,Gasolina,2020,BMW,X5,899900,52137
Camioneta SUV,Negro,Gasolina,2006,Ford,Expedition,169800,89264
Camioneta SUV,Gris,Gasolina,2022,Toyota,Highlander,689900,29303
Coupé,Azul,Gasolina,2019,BMW,120iA,468000,81892
Camioneta Chasis,Blanco,Gasolina,2022,Nissan,NP300 Chasis Cabina,358000,44841
Sedán,Gris,Gasolina,2021,Honda,City,320000,52000
Convertible,Blanco,Gasolina,2012,BMW,Serie 6,549800,29333
Camioneta SUV,Rojo,Gasolina,2023,Cadillac,Escalade,2049900,14370
Camioneta SUV,Blanco,Gasolina,2024,Audi,Q8,1874900,4706
Camioneta SUV,Gris,Gasolina,2016,Ford,Explorer Limited,438000,87476
Pickup,Gris,Gasolina,2023,Ford,Lobo Raptor,2479900,14663
Camioneta SUV,Blanco,Gasolina,2013,Lincoln,MKC,209900,97236
Camioneta SUV,Azul,Gasolina,2018,Volkswagen,Taigun Highline,468000,59696
Pickup,Verde,Gasolina,1997,GMC,Sierra Pick Up,275000,402335
Camioneta SUV,Blanco,Gasolina,2017,BMW,X6,509000,90000
Camioneta SUV,Negro,Híbrido,2020,Porsche,Cayenne,1539900,38229
Pickup,Gris,Gasolina,1993,Ford,F-150,369900,252000
Van,Blanco,Diesel,2022,Peugeot,Manager Cargo Van,598500,2655
Camioneta SUV,Blanco,Gasolina,2024,Audi,Q8,1874900,4700
Pickup,Blanco,Gasolina,2022,Ford,F-150,738000,13398
Camioneta Chasis,Blanco,Gasolina,2001,Chevrolet,3500 CAJA SECA,285000,125632
Sedán,Blanco,Gasolina,2005,Saab,09-may,89000,10
Convertible,Blanco,Gasolina,2015,Porsche,Boxster,1189000,42000
Camioneta SUV,Rojo,Gasolina,2022,Jeep,Wrangler Sahara Unlimited,869900,52879
Camioneta SUV,Blanco,Gasolina,2017,Infiniti,QX80,499000,100375
Pickup,Café,Gasolina,2020,Toyota,Tundra,927000,20782
Camioneta SUV,Blanco,Gasolina,2021,Land Rover,Evoque,849000,33000
Camioneta SUV,Plata,Gasolina,2022,Audi,Q8 S LINE,1249900,43000
Camioneta SUV,Blanco,Gasolina,2021,Jeep,Compass,399900,26131
Camioneta SUV,Azul,Gasolina,2019,Audi,Q8 S LINE,899900,68000
Camioneta SUV,Negro,Gasolina,2020,BMW,X5 M,899900,41521
Camioneta SUV,Plata,Gasolina,2013,Chevrolet,Tahoe,375000,129776
Camioneta SUV,Blanco,Gasolina,2023,Chirey,TIGGO 8 PRO MAX 2.0T PREMIUM AWD,459000,30561
Camioneta SUV,Blanco,Gasolina,2015,Jeep,Wrangler Unlimited Sport,449900,85000
Pickup,Plata,Gasolina,1999,Dodge,Ram 2500 Pick Up,418000,123456
Coupé,Rojo,Gasolina,2018,Mini,Cooper Salt,339700,80000
Camioneta SUV,Blanco,Gasolina,2026,Chevrolet,Equinox,419850,42000
Pickup,Azul,Gasolina,2022,Nissan,Frontier PRO 4X,729900,21100
Coupé,Naranja,Gasolina,2022,Dodge,Charger SRT Hellcat,2159900,2700
Pickup,Plata,Gasolina,2018,Chevrolet,Colorado,484900,67000
Utilitario,Blanco,Diesel,2020,Ford,Transit,489800,58000
Sedán,Plata,Gasolina,2018,Chevrolet,Cruze,229500,55654
Pickup,Gris,Diesel,2025,Mitsubishi,L200,734900,21606
Sedán,Plata,Gasolina,2021,Volkswagen,Jetta GLI,498000,56448
Camioneta SUV,Plata,Gasolina,2018,Renault,Stepway,173500,73606
Coupé,Negro,Gasolina,2019,Mercedes Benz,GT Amg,1949000,3200
Sedán,Plata,Gasolina,2022,Acura,MDX,879900,54000
Camioneta SUV,Blanco,Gasolina,2018,BMW,X6 M,689000,65000
Pickup,Blanco,Gasolina,2018,Ford,Lobo Raptor,949900,56863
Sedán,Blanco,Eléctrico,2022,Tesla,Model 3,649000,19000
Pickup,Blanco,Gasolina,2021,Ford,Lobo Raptor,1525000,25000
Pickup,Blanco,Gasolina,2021,Chevrolet,Silverado,664900,68000
Hatchback (5 Puertas),Azul,Gasolina,2016,Audi,A1 Sportback,259000,74482
Sedán,Gris,Gasolina,2016,Nissan,Maxima,260000,129557
Sedán,Blanco,Gasolina,2023,Lexus,IS 300,749000,6301
Sedán,Azul,Eléctrico,2024,BMW,440i,1250000,16637
Hatchback (5 Puertas),Blanco,Eléctrico,2021,Nissan,Leaf,580000,1559
Camioneta SUV,Blanco,Gasolina,2017,Chevrolet,Colorado,470000,71000
Camioneta SUV,Blanco,Gasolina,2015,GMC,Acadia,298500,95000
Mini van (MPV),Azul,Gasolina,1974,Volkswagen,Combi,230000,89977
Camioneta SUV,Blanco,Gasolina,2023,BMW,X5 HYBRID,1160000,66591
Sedán,Blanco,Eléctrico,2020,BMW,Serie 3,580000,81900
Camioneta SUV,Blanco,Gasolina,2020,Mitsubishi,Eclipse Cross,339900,42000
Hatchback (3 Puertas),Blanco,Gasolina,2026,BMW,118i,865400,0
Sedán,Blanco,Gasolina,2019,Honda,Accord,378000,128000
Sedán,Plata,Gasolina,2019,Toyota,Camry,388000,100000
Camioneta SUV,Negro,Gasolina,2013,Chevrolet,Equinox LT,169000,98487
Camioneta SUV,Blanco,Gasolina,2025,Jeep,Grand Cherokee,1189900,48
Hatchback (5 Puertas),Rojo,Gasolina,2025,Suzuki,Swift,420000,49
Coupé,Blanco,Gasolina,2021,Mercedes Benz,CLA45 AMG,1100000,18135
Camioneta SUV,Gris,Gasolina,2022,Volkswagen,Tiguan Comfortline,459000,63046
Hatchback (5 Puertas),Blanco,Gasolina,2025,Mini,Cooper Countryman,949000,6021
Sedán,Rojo,Gasolina,2022,Porsche,Panamera,2350000,12000
Sedán,Negro,Eléctrico,2023,BMW,XM,3200000,14405
Camioneta SUV,Gris,Gasolina,2021,BMW,X3,689000,52560
Crossover,Negro,Gasolina,2023,Chirey,Omoda 5,415000,28000
Camioneta Cabina Simple,Blanco,Gasolina,2024,Dodge,"RAM 4000 HEMI	REDILAS",924900,14000
Sedán,Blanco,Gasolina,2014,Volkswagen,Jetta Clásico,153000,87000
Camioneta SUV,Azul,Gasolina,2018,Volvo,XC90,589900,39500
Sedán,Blanco,Gasolina,2020,GMC,Acadia,589000,60000
Pickup,Rojo,Gasolina,2024,RAM,700,389999,2999
Camioneta SUV,Gris,Gasolina,2024,Seat,Arona,385000,11891
Camioneta SUV,Blanco,Gasolina,2024,Seat,Arona,385000,17942
Sedán,Plata,Gasolina,2016,BMW,320i luxury,298000,124000
Sedán,Blanco,Gasolina,2018,BMW,320i,395000,48000
Coupé,Gris,Gasolina,2023,Seat,León Cupra,698000,13118
Sedán,Gris,Gasolina,2019,Audi,A4,419800,75000
Camioneta SUV,Blanco,Gasolina,2024,Peugeot,3008,519000,19121
Sedán,Blanco,Diesel,2019,Peugeot,Otro Modelo,239900,64077
Pickup,Blanco,Gasolina,2023,Ford,F-150,664900,11208
Sedán,Gris,Gasolina,2017,Hyundai,Elantra,224900,10
Coupé,Azul,Gasolina,2015,Hyundai,Veloster,419000,47065
Pickup,Blanco,Gasolina,2020,Renault,Oroch,302900,32027
Camioneta SUV,Gris,Gasolina,2017,Audi,Q7,539000,85829
Van,Beige,Gasolina,2016,Toyota,Sienna,365000,130000
Camioneta SUV,Blanco,Gasolina,2018,Mercedes Benz,GLE 43,759900,54000
Camioneta SUV,Blanco,Eléctrico,2024,Nissan,Kicks,489900,2120
Coupé,Azul,Gasolina,2018,BMW,420i Gran Coupe,428000,43000
Hatchback (5 Puertas),Azul,Gasolina,2016,Chevrolet,Spark,159000,138000
Camioneta SUV,Azul,Gasolina,2019,Infiniti,QX80,680000,67778
Hatchback (5 Puertas),Plata,Gasolina,2025,Hyundai,HB20,415300,7058
Sedán,Blanco,Gasolina,2023,Mitsubishi,Mirage,210000,63609
Camioneta SUV,Blanco,Gasolina,2021,Kia,New Sportage,399000,90000
Pickup,Gris,Gasolina,2024,GMC,Sierra Reg Cab,1198000,5000
Camioneta SUV,Blanco,Gasolina,2021,Infiniti,QX80,940000,56342
Sedán,Blanco,Gasolina,2020,Chevrolet,Aveo,189900,42964
Camioneta SUV,Gris,Gasolina,2019,Suzuki,Ertiga,290000,79000
Sedán,Negro,Gasolina,2023,BMW,760LI,2949900,35
Utilitario,Blanco,Diesel,2022,Ford,Transit,759000,135000
Pickup,Blanco,Gasolina,2013,Ford,F-150,299000,88000
Camioneta SUV,Blanco,Gasolina,2024,Acura,MDX,1299900,24300
Sedán,Plata,Gasolina,2023,Lexus,IS 300,749000,5464
Sedán,Azul,Gasolina,2018,Honda,Civic,340000,50689
Camioneta SUV,Plata,Gasolina,2018,Renault,Stepway,173500,73000
Pickup,Rojo,Gasolina,2022,Renault,Oroch,318000,31952
Sedán,Gris,Gasolina,2023,Dodge,Attitude SE,209000,68365
Sedán,Negro,Gasolina,2020,Volvo,S60,450000,74000
Camioneta SUV,Gris,Gasolina,2024,Mercedes Benz,GLE 450,1349900,36300
Sedán,Negro,Gasolina,2013,Audi,A6,265000,105000
Sedán,Gris,Gasolina,2023,Dodge,Attitude SE,209000,70182
Camioneta SUV,Plata,Gasolina,2019,BMW,X3,499000,49923
Sedán,Blanco,Gasolina,2010,Volkswagen,Passat CC,299850,104000
Hatchback (5 Puertas),Gris,Gasolina,2019,Kia,Soul SX,285000,60000
Sedán,Blanco,Gasolina,2013,Acura,RLX,239000,78000
Camioneta SUV,Gris,Gasolina,2022,Volkswagen,Tiguan Trendline,410000,41335
Camioneta SUV,Plata,Gasolina,2011,Jeep,Wrangler,344000,100000
Pickup,Blanco,Gasolina,2018,Ford,F-250,458000,123456
Sedán,Blanco,Gasolina,2025,Hyundai,HB20 GL MID,407000,1869
Mini van (MPV),Blanco,Gasolina,2022,Honda,Odyssey Touring,729900,66000
Mini van (MPV),Plata,Gasolina,2021,Toyota,Sienna,735000,126600
Sedán,Blanco,Gasolina,2015,Acura,TLX,245000,102000
Camioneta SUV,Blanco,Gasolina,2023,Lincoln,Aviator Reserve,1290000,12000
Pickup,Blanco,Gasolina,2014,Chevrolet,Cheyenne,368000,211000
Hatchback (3 Puertas),Blanco,Gasolina,2025,BMW,118i,873400,0
Mini van (MPV),Gris,Diesel,2024,Peugeot,Otro Modelo,449000,22000
Sedán,Gris,Gasolina,2023,Volkswagen,Jetta Comfortline,436000,16000
Utilitario,Blanco,Diesel,2013,Peugeot,Partner Maxi,179000,87000
Camioneta SUV,Naranja,Gasolina,2016,Suzuki,Grand Vitara,254000,96000
Hatchback (5 Puertas),Negro,Gasolina,2019,Mercedes Benz,Clase A,560000,21000
Sedán,Azul,Gasolina,2024,Honda,Civic Sedan,575000,36714
Hatchback (3 Puertas),Gris,Gasolina,2018,Mini,Cooper S Chili,400000,63746
Camioneta SUV,Negro,Gasolina,2023,Chirey,TIGGO 7 PRO 1.5T PREMIUM CVT,499000,100
Camioneta SUV,Plata,Gasolina,2016,Mercedes Benz,GLE 400,459000,85000
Pickup,Blanco,Gasolina,2017,Chevrolet,Silverado 1500,367800,89664
Camioneta SUV,Azul,Gasolina,2022,Ford,Escape,509000,43000
Mini van (MPV),Blanco,Gasolina,2019,Honda,Odyssey Touring,549000,71104
Sedán,Rojo,Gasolina,2022,Lexus,ES,649000,50000
Camioneta SUV,Gris,Gasolina,2021,Jeep,Grand Cherokee,699900,57000
Camioneta SUV,Rojo,Gasolina,2025,Mazda,CX-5,639000,800
Camioneta SUV,Plata,Gasolina,2020,Land Rover,Evoque HSE,739000,44662
Sedán,Negro,Gasolina,2023,Mitsubishi,Mirage,210000,66513
Pickup,Negro,Gasolina,2020,Ford,Lobo Raptor Crew,1189900,53000
Camioneta SUV,Blanco,Gasolina,2021,Lincoln,Corsair Reserve,599000,41000
Van,Blanco,Gasolina,2022,Toyota,Hiace Pasajeros,699900,80000
Camioneta SUV,Blanco,Gasolina,2023,Buick,Envision,738000,6198
Camioneta SUV,Negro,Gasolina,2023,Kia,Sorento,715000,54000
Camioneta Chasis,Blanco,Gasolina,2024,Nissan,NP300 Chasis Cabina,464800,196
Todoterreno Ligero,Blanco,Gasolina,2019,Mercedes Benz,Clase GLS,699900,49000
Todoterreno Ligero,Blanco,Gasolina,2017,Mercedes Benz,Clase GLC,399900,73900
Pickup,Blanco,Gasolina,2016,Dodge,Ram 1500,339900,107000
Camioneta SUV,Negro,Gasolina,2018,Mercedes Benz,Clase G,2299900,45900
Pickup,Blanco,Gasolina,2024,Chevrolet,S10 MaxiCab Pick Up,509900,95
Pickup,Azul,Gasolina,2020,Dodge,RAM 1500 Lone Star,980000,70080
Pickup,Gris,Gasolina,2021,Ford,Lobo,998000,44000
Pickup,Negro,Gasolina,2016,Ford,Lobo Platinium,595000,82000
Camioneta SUV,Blanco,Gasolina,2007,Jeep,Wrangler Unlimited Sport,329000,113000
Camioneta SUV,Blanco,Gasolina,2021,Ford,Expedition Limited,969000,28000
Camioneta SUV,Gris,Gasolina,2019,BMW,X3,499000,58976
Pickup,Blanco,Gasolina,2023,Ford,F-150 Pick Up,789000,38180
Sedán,Rojo,Gasolina,2025,Baic,U5,289900,3760
Camioneta SUV,Plata,Gasolina,2019,Nissan,Kicks,275000,98000
Sedán,Gris,Gasolina,2025,Mazda,Mazda 2,370000,5560
Sedán,Blanco,Gasolina,2015,Audi,A4,249900,109000
Mini van (MPV),Plata,Gasolina,2019,Honda,Odyssey,525000,81542
Coupé,Blanco,Gasolina,2017,BMW,420 I,319000,67000
Sedán,Rojo,Gasolina,2015,Nissan,Versa,169000,120000
Sedán,Rojo,Gasolina,2015,Chevrolet,Sonic,144900,71794
Camioneta SUV,Blanco,Gasolina,2019,Kia,Soul,265000,88620
Hatchback (5 Puertas),Blanco,Gasolina,2012,Mazda,2,149900,89000
Camioneta SUV,Blanco,Gasolina,2011,Jeep,Grand Cherokee Limited,200000,131000
Sedán,Blanco,Gasolina,2020,Audi,A3,389900,79000
Camioneta SUV,Negro,Gasolina,2021,Cadillac,XT5,619000,22559
Hatchback (5 Puertas),Gris,Gasolina,2016,Volkswagen,Golf,259000,73712
Camioneta SUV,Plata,Gasolina,2018,Toyota,Highlander,485800,75676
Hatchback (3 Puertas),Negro,Gasolina,2016,Peugeot,208,155000,76819
Hatchback (5 Puertas),Negro,Gasolina,2020,Renault,Sandero,239900,46700
Camioneta SUV,Negro,Gasolina,2022,Chevrolet,Tahoe,1319000,59413
Sedán,Blanco,Gasolina,2021,Nissan,V-DRIVE,214000,79958
Sedán,Gris,Gasolina,2022,Chevrolet,Aveo,219000,30173
Sedán,Negro,Gasolina,2016,Mercedes Benz,Clase GLE,449900,113575
Sedán,Blanco,Gasolina,2023,Nissan,Sentra,340000,37262
Crossover,Rojo,Gasolina,2023,Alfa Romeo,Tonale,740000,34989
Sedán,Blanco,Gasolina,2017,BMW,Serie 1,269900,119871
Sedán,Azul,Gasolina,2020,Mazda,3,317999,97000
Pickup,Blanco,Gasolina,2023,Nissan,NP300 Pick Up,437000,21000
Pickup,Blanco,Gasolina,2021,Ford,Ranger,535000,77061
Camioneta SUV,Azul,Gasolina,2021,GMC,Yukon,1245000,60252
Sedán,Blanco,Gasolina,2018,Nissan,Altima,269000,76424
Sedán,Plata,Gasolina,2016,Audi,A7,450000,97751
Camioneta SUV,Rojo,Gasolina,2021,Lincoln,Corsair,660000,20000
Camioneta SUV,Rojo,Gasolina,2016,Mercedes Benz,Clase GLA,299000,119506
Coupé,Negro,Gasolina,2023,Mercedes Benz,Clase GLE,1379000,4100
Pickup,Blanco,Gasolina,2020,Toyota,Hilux,399000,119773
Camioneta SUV,Plata,Gasolina,2019,Land Rover,Velar,870000,89000
Pickup,Blanco,Gasolina,2020,Chevrolet,Silverado,474900,52000
Pickup,Blanco,Gasolina,2020,Nissan,NP300 Doble Cabina,349000,99000
Van,Blanco,Diesel,2020,Volkswagen,Transporter,418000,99122
Coupé,Blanco,Gasolina,2003,Porsche,Boxster,825000,45000
Camioneta SUV,Blanco,Gasolina,2022,Cadillac,XT5,781000,28579
Sedán,Azul,Gasolina,1994,Volkswagen,Sedaneta,199900,110000
Sedán,Rojo,Gasolina,2016,Seat,Leon FR,267900,73000
Camioneta SUV,Blanco,Gasolina,2016,Mercedes Benz,G500,1529500,61968
Pickup,Negro,Diesel,2021,Toyota,Hilux,559000,18350
Hatchback (5 Puertas),Negro,Gasolina,2023,Mini,Countryman,535000,89904
Pickup,Blanco,Gasolina,2023,Renault,Oroch,310990,66639
Pickup,Blanco,Gasolina,2021,Renault,Oroch,287999,34000
Camioneta SUV,Rojo,Gasolina,2019,Chevrolet,Blazer,484000,39592
Coupé,Blanco,Gasolina,2021,Ford,Mustang,800000,32500
Pickup,Plata,Gasolina,2024,JAC,Frison T6,373000,100
Camioneta SUV,Negro,Gasolina,2020,GMC,Acadia,589000,45018
Convertible,Blanco,Gasolina,2022,Audi,A5,1299000,11900
Sedán,Rojo,Gasolina,2023,MG,5 Excite,224500,80532
Pickup,Blanco,Diesel,2019,Ford,F-550,759000,105191
Camioneta SUV,Negro,Gasolina,2019,Toyota,Highlander,470000,91491
Pickup,Arena,Gasolina,2002,Nissan,Frontier,205000,110000
Sedán,Plata,Gasolina,2021,Nissan,V-DRIVE,214000,32104
Hatchback (5 Puertas),Blanco,Gasolina,2022,Volkswagen,Cross Sport,885000,78330
Camioneta SUV,Blanco,Diesel,2019,Mercedes Benz,Sprinter,899000,344185
Sedán,Gris,Gasolina,2022,Hyundai,Accent,265000,60047
Sedán,Azul,Gasolina,2019,Kia,Rio,225000,111100
Van,Blanco,Gasolina,2020,Nissan,NV350 Urvan Panel,439900,67538
Pickup,Negro,Diesel,2023,Ford,F-250,1800000,11300
Pickup,Gris,Gasolina,2025,GMC,Sierra,1139000,4096
Sedán,Blanco,Gasolina,2023,Mazda,2,319000,35000
Coupé,Blanco,Gasolina,2022,Ford,Mustang GT,819000,25000
Pickup,Plata,Gasolina,2024,Volkswagen,Saveiro,330202,39
Camioneta SUV,Negro,Gasolina,2024,Kia,Sorento,840000,7821
Camioneta SUV,Negro,Gasolina,2020,Ford,Explorer,629900,44540
Sedán,Blanco,Gasolina,2022,BMW,320i M SPORT,659000,39000
Hatchback (5 Puertas),Negro,Gasolina,2022,Mini,Cooper Clubman,499000,33106
Pickup,Gris,Híbrido,2024,Toyota,Tundra,1288000,16000
Camioneta SUV,Gris,Gasolina,2017,Chevrolet,Traverse,310900,126356
Camioneta SUV,Rojo,Gasolina,2024,Dodge,Durango,1313900,0
Sedán,Blanco,Gasolina,2023,Nissan,Sentra SRE,389000,37000
Camioneta SUV,Blanco,Gasolina,2024,BMW,X3 iA,1185400,0
Camioneta SUV,Plata,Gasolina,2022,Toyota,Raize,335000,86837
Camioneta SUV,Plata,Gasolina,2024,Chirey,TIGGO 7 PRO 1.5T PREMIUM CVT,528900,6431
Pickup,Blanco,Gasolina,2020,Renault,Oroch,302900,34049
Camioneta SUV,Plata,Gasolina,2017,Porsche,Macan,889900,61000
Sedán,Blanco,Gasolina,2018,BMW,Serie 5,479900,54000
Camioneta SUV,Verde,Gasolina,2024,Ford,Expedition,1370000,7041
Camioneta SUV,Negro,Gasolina,2020,GMC,Terrain,489000,23847
Hatchback (5 Puertas),Plata,Gasolina,2013,Chevrolet,Spark LTZ DOT,139000,87000
Mini van (MPV),Plata,Gasolina,2018,Honda,Odyssey,469000,69523
Pickup,Blanco,Gasolina,2017,GMC,Sierra,650000,115000
Camioneta SUV,Gris,Gasolina,2007,GMC,Yukon,389800,150000
Sedán,Plata,Gasolina,2021,Nissan,Sentra,310000,42000
Pickup,Blanco,Gasolina,2015,Dodge,Ram 2500 Pick Up,299500,76000
Sedán,Blanco,Gasolina,2025,Chevrolet,Onix,282000,40
Camioneta SUV,Verde,Gasolina,2023,BMW,X1,709900,16230
Pickup,Gris,Gasolina,2021,Renault,Oroch,287999,34000
Hatchback (3 Puertas),Blanco,Gasolina,2014,Mercedes Benz,Smart,138000,91000
Coupé,Negro,Gasolina,2020,Dodge,Challenger,618999,31000
Camioneta SUV,Blanco,Gasolina,2022,Kia,Sportage,399000,50020
Hatchback (5 Puertas),Negro,Gasolina,2020,Peugeot,208,228000,72000
Pickup,Blanco,Gasolina,2023,Peugeot,Landtrek 4 Action,428000,10000
Camioneta SUV,Negro,Gasolina,2019,Nissan,Kicks,275000,46800
Utilitario,Blanco,Gasolina,2019,Kenworth,T200,1698000,12345
Pickup,Rojo,Gasolina,2022,Ford,Lobo Lariat,1188000,38000
Camioneta SUV,Negro,Gasolina,2022,GMC,Yukon Denali,1429900,43500
Camioneta SUV,Blanco,Gasolina,2020,Lincoln,Aviator Reserve,980000,32300
Van,Blanco,Gasolina,2020,Nissan,NV350 Urvan Panel,439900,69876
Coupé,Negro,Gasolina,2012,Chevrolet,Camaro,278000,170000
Camioneta SUV,Negro,Gasolina,2022,GMC,Yukon Denali,1429900,43500
Camioneta SUV,Blanco,Gasolina,2023,Nissan,Pathfinder,898000,36000
Pickup,Gris,Gasolina,2013,Ford,Lobo Raptor,558000,196000
Hatchback (5 Puertas),Negro,Gasolina,2013,Suzuki,Swift,135000,140000
Camioneta SUV,Gris,Gasolina,2023,Chevrolet,Tracker,330000,21830
Camioneta SUV,Negro,Gasolina,2019,Volkswagen,TERAMONT,499000,90922
Sedán,Blanco,Gasolina,2019,Audi,A5 Sportback,528000,47000
Sedán,Gris,Gasolina,2024,Nissan,Versa Advance,368000,9000
Camioneta SUV,Gris,Gasolina,2018,Jeep,Cherokee,428000,98000
Camioneta SUV,Blanco,Gasolina,2020,BMW,X4,748000,70000
Camioneta SUV,Plata,Gasolina,2017,BMW,X1,348000,81000
Camioneta SUV,Blanco,Gasolina,2016,Nissan,X-Trail Exclusive,228000,87000
Camioneta SUV,Blanco,Gasolina,2024,Ford,Territory,601800,17309
Camioneta SUV,Gris,Gasolina,2014,Ford,Explorer Limited,198000,145000
Sedán,Gris,Gasolina,2024,Nissan,Versa,359900,3212
Camioneta SUV,Plata,Gasolina,2020,BMW,X4,748000,61800
Sedán,Plata,Gasolina,2002,BMW,330i,248000,174000
Camioneta SUV,Blanco,Gasolina,2022,Ford,Expedition Limited,1218000,48000
Mini van (MPV),Blanco,Gasolina,1997,Pontiac,Transport,69500,201000
Sedán,Gris,Gasolina,2024,Volkswagen,Virtus,320900,24900
Camioneta SUV,Blanco,Gasolina,2012,Ford,Expedition Limited,219950,98000
Hatchback (3 Puertas),Gris,Gasolina,2024,Seat,León,539000,1026
Camioneta SUV,Blanco,Gasolina,2011,Mitsubishi,Montero,199000,164873
Hatchback (5 Puertas),Gris,Gasolina,2023,Mercedes Benz,GLA 200,748000,52943
Coupé,Negro,Gasolina,2023,Maybach,Otro Modelo,4651900,720
Camioneta SUV,Azul,Gasolina,2018,Seat,Ateca,340000,67000
Sedán,Rojo,Gasolina,2018,Dodge,Neón,199000,105195
Sedán,Rojo,Gasolina,2022,Alfa Romeo,Giulia,725000,18780
Camioneta SUV,Negro,Gasolina,2025,MG,Otro Modelo,337000,100
Camioneta SUV,Blanco,Gasolina,2025,BMW,X4,1521500,100
Coupé,Plata,Gasolina,2018,Porsche,718 CAYMAN S,1400000,19900
Sedán,Blanco,Gasolina,2025,GAC,Aion Y,559900,3000
Coupé,Rojo,Gasolina,2007,Otra Marca,Otro Modelo,218000,13612
Pickup,Negro,Gasolina,2023,Chevrolet,Cheyenne,1234900,16000
Sedán,Verde,Gasolina,2019,Audi,Otro Modelo,630000,98800
Van de Carga,Blanco,Gasolina,2019,Dodge,Promaster Rapid,174000,120000
Camioneta SUV,Blanco,Gasolina,2016,Volkswagen,Touareg,365000,95000
Convertible,Blanco,Gasolina,2017,Fiat,500,229850,82000
Hatchback (5 Puertas),Negro,Gasolina,2022,Mercedes Benz,A45 AMG,1059000,27000
Coupé,Blanco,Gasolina,2021,BMW,440i,879000,43400
Pickup,Negro,Gasolina,2022,GMC,Sierra Reg Cab,884900,13000
Camioneta SUV,Verde,Gasolina,2024,Seat,Arona,415000,6081
Camioneta SUV,Blanco,Gasolina,2024,Cupra,Formentor,794900,14900
Camioneta SUV,Negro,Gasolina,2025,Ford,Territory Titanium,598000,5500
Hatchback (3 Puertas),Negro,Gasolina,2017,Mini,Cooper Chilli,263000,80000
Camioneta SUV,Rojo,Gasolina,2022,Kia,Sportage Ex,439900,37000
Pickup,Rojo,Gasolina,2020,Renault,Oroch,269000,98000
Coupé,Blanco,Gasolina,2024,BMW,Serie 4,969000,24589
Coupé,Gris,Gasolina,2015,BMW,Serie 6,769000,47500
Hatchback (5 Puertas),Plata,Gasolina,2015,Nissan,March Advance,155000,115000
Camioneta SUV,Rojo,Gasolina,2018,Kia,Soul,258000,94541
Sedán,Amarillo,Gasolina,2024,BMW,M3,1799000,6988
